510  288
*NODE
1, -0.865000, 3.014000, 0.000000
2, -0.672778, 3.014000, 0.000000
3, -0.480556, 3.014000, 0.000000
4, -0.288333, 3.014000, 0.000000
5, -0.096111, 3.014000, 0.000000
6, 0.096111, 3.014000, 0.000000
7, 0.288333, 3.014000, 0.000000
8, 0.480556, 3.014000, 0.000000
9, 0.672778, 3.014000, 0.000000
10, 0.865000, 3.014000, 0.000000
11, -0.865000, 2.831875, 0.000000
12, -0.672778, 2.831875, 0.000000
13, -0.480556, 2.831875, 0.000000
14, -0.288333, 2.831875, 0.000000
15, -0.096111, 2.831875, 0.000000
16, 0.096111, 2.831875, 0.000000
17, 0.288333, 2.831875, 0.000000
18, 0.480556, 2.831875, 0.000000
19, 0.672778, 2.831875, 0.000000
20, 0.865000, 2.831875, 0.000000
21, -0.865000, 2.649750, 0.000000
22, -0.672778, 2.649750, 0.000000
23, -0.480556, 2.649750, 0.000000
24, -0.288333, 2.649750, 0.000000
25, -0.096111, 2.649750, 0.000000
26, 0.096111, 2.649750, 0.000000
27, 0.288333, 2.649750, 0.000000
28, 0.480556, 2.649750, 0.000000
29, 0.672778, 2.649750, 0.000000
30, 0.865000, 2.649750, 0.000000
31, -0.865000, 2.467625, 0.000000
32, -0.672778, 2.467625, 0.000000
33, -0.480556, 2.467625, 0.000000
34, -0.288333, 2.467625, 0.000000
35, -0.096111, 2.467625, 0.000000
36, 0.096111, 2.467625, 0.000000
37, 0.288333, 2.467625, 0.000000
38, 0.480556, 2.467625, 0.000000
39, 0.672778, 2.467625, 0.000000
40, 0.865000, 2.467625, 0.000000
41, -0.865000, 2.285500, 0.000000
42, -0.672778, 2.285500, 0.000000
43, -0.480556, 2.285500, 0.000000
44, -0.288333, 2.285500, 0.000000
45, -0.096111, 2.285500, 0.000000
46, 0.096111, 2.285500, 0.000000
47, 0.288333, 2.285500, 0.000000
48, 0.480556, 2.285500, 0.000000
49, 0.672778, 2.285500, 0.000000
50, 0.865000, 2.285500, 0.000000
51, -0.865000, 2.103375, 0.000000
52, -0.672778, 2.103375, 0.000000
53, -0.480556, 2.103375, 0.000000
54, -0.288333, 2.103375, 0.000000
55, -0.096111, 2.103375, 0.000000
56, 0.096111, 2.103375, 0.000000
57, 0.288333, 2.103375, 0.000000
58, 0.480556, 2.103375, 0.000000
59, 0.672778, 2.103375, 0.000000
60, 0.865000, 2.103375, 0.000000
61, -0.865000, 1.921250, 0.000000
62, -0.672778, 1.921250, 0.000000
63, -0.480556, 1.921250, 0.000000
64, -0.288333, 1.921250, 0.000000
65, -0.096111, 1.921250, 0.000000
66, 0.096111, 1.921250, 0.000000
67, 0.288333, 1.921250, 0.000000
68, 0.480556, 1.921250, 0.000000
69, 0.672778, 1.921250, 0.000000
70, 0.865000, 1.921250, 0.000000
71, -0.865000, 1.739125, 0.000000
72, -0.672778, 1.739125, 0.000000
73, -0.480556, 1.739125, 0.000000
74, -0.288333, 1.739125, 0.000000
75, -0.096111, 1.739125, 0.000000
76, 0.096111, 1.739125, 0.000000
77, 0.288333, 1.739125, 0.000000
78, 0.480556, 1.739125, 0.000000
79, 0.672778, 1.739125, 0.000000
80, 0.865000, 1.739125, 0.000000
81, -0.865000, 1.557000, 0.000000
82, -0.672778, 1.557000, 0.000000
83, -0.480556, 1.557000, 0.000000
84, -0.288333, 1.557000, 0.000000
85, -0.096111, 1.557000, 0.000000
86, 0.096111, 1.557000, 0.000000
87, 0.288333, 1.557000, 0.000000
88, 0.480556, 1.557000, 0.000000
89, 0.672778, 1.557000, 0.000000
90, 0.865000, 1.557000, 0.000000
91, -0.865000, 1.374875, 0.000000
92, -0.672778, 1.374875, 0.000000
93, -0.480556, 1.374875, 0.000000
94, -0.288333, 1.374875, 0.000000
95, -0.096111, 1.374875, 0.000000
96, 0.096111, 1.374875, 0.000000
97, 0.288333, 1.374875, 0.000000
98, 0.480556, 1.374875, 0.000000
99, 0.672778, 1.374875, 0.000000
100, 0.865000, 1.374875, 0.000000
101, -0.865000, 1.192750, 0.000000
102, -0.672778, 1.192750, 0.000000
103, -0.480556, 1.192750, 0.000000
104, -0.288333, 1.192750, 0.000000
105, -0.096111, 1.192750, 0.000000
106, 0.096111, 1.192750, 0.000000
107, 0.288333, 1.192750, 0.000000
108, 0.480556, 1.192750, 0.000000
109, 0.672778, 1.192750, 0.000000
110, 0.865000, 1.192750, 0.000000
111, -0.865000, 1.010625, 0.000000
112, -0.672778, 1.010625, 0.000000
113, -0.480556, 1.010625, 0.000000
114, -0.288333, 1.010625, 0.000000
115, -0.096111, 1.010625, 0.000000
116, 0.096111, 1.010625, 0.000000
117, 0.288333, 1.010625, 0.000000
118, 0.480556, 1.010625, 0.000000
119, 0.672778, 1.010625, 0.000000
120, 0.865000, 1.010625, 0.000000
121, -0.865000, 0.828500, 0.000000
122, -0.672778, 0.828500, 0.000000
123, -0.480556, 0.828500, 0.000000
